0,0
-0.0054,0.001
-0.01079,0.00785
-0.01619,0.01176
-0.01927,0.01861
-0.02304,0.02546
-0.02776,0.03231
-0.03315,0.03915
-0.03855,0.046
-0.04378,0.05285
-0.04704,0.05848
-0.05243,0.06361
-0.05553,0.07339
-0.06092,0.07731
-0.06632,0.08416
-0.07172,0.09064
-0.07711,0.09493
-0.08251,0.10178
-0.0879,0.10862
-0.0956,0.11696
-0.101,0.12231
-0.111,0.12573
-0.11639,0.13016
-0.12179,0.13158
-0.12949,0.1345
-0.13843,0.13742
-0.14489,0.14035
-0.15259,0.14035
-0.15798,0.14035
-0.16338,0.14593
-0.16877,0.14912
-0.17647,0.14912
-0.18186,0.14912
-0.18957,0.14912
-0.19638,0.14912
-0.20487,0.14632
-0.21267,0.14532
-0.21954,0.14327
-0.22807,0.14035
-0.23576,0.14035
-0.2427,0.14035
-0.24886,0.13742
-0.25656,0.1364
-0.26196,0.13158
-0.26735,0.12865
-0.27591,0.12573
-0.28275,0.12573
-0.29275,0.11971
-0.29907,0.11696
-0.30585,0.11403
-0.31355,0.11087
-0.31894,0.10818
-0.32434,0.10303
-0.32974,0.0991
-0.33513,0.09356
-0.34283,0.08541
-0.34822,0.08148
-0.35132,0.07464
-0.35671,0.06779
-0.36211,0.05509
-0.36751,0.04825
-0.3729,0.0414
-0.3783,0.03456
-0.38369,0.02478
-0.38709,0.01794
-0.3917,0.00756
-0.39757,-0.00453
-0.40092,-0.0143
-0.40145,-0.02115
-0.40322,-0.02799
-0.40763,-0.03484
-0.41014,-0.04461
-0.41244,-0.05321
-0.41244,-0.06123
-0.41244,-0.071
-0.41474,-0.07785
-0.41474,-0.09055
-0.41474,-0.10031
-0.41474,-0.10716
-0.41474,-0.11693
-0.41781,-0.12378
-0.41935,-0.13062
-0.41935,-0.13751
-0.41935,-0.14724
-0.41935,-0.15613
-0.41935,-0.16386
-0.41935,-0.17363
-0.41935,-0.18048
-0.41935,-0.19025
-0.41935,-0.19828
-0.41935,-0.20687
-0.41935,-0.21664
-0.41705,-0.22348
-0.41705,-0.23325
-0.41679,-0.24044
-0.41474,-0.24987
-0.41474,-0.25905
-0.41474,-0.26649
-0.41244,-0.27334
-0.41244,-0.28018
-0.40783,-0.28703
-0.40667,-0.29388
-0.40357,-0.30072
-0.40322,-0.30757
-0.402,-0.31442
-0.40092,-0.32127
-0.39812,-0.32811
-0.39503,-0.33496
-0.3917,-0.34181
-0.3894,-0.34866
-0.38576,-0.3555
-0.38249,-0.36527
-0.37957,-0.37212
-0.37648,-0.37897
-0.37108,-0.38581
-0.36569,-0.39266
-0.36029,-0.39951
-0.3526,-0.40351
-0.3449,-0.4132
-0.3395,-0.41712
-0.33411,-0.42397
-0.32871,-0.42789
-0.32332,-0.43181
-0.31562,-0.43574
-0.31022,-0.43966
-0.30482,-0.44152
-0.29933,-0.44445
-0.29173,-0.44445
-0.28466,-0.44737
-0.27864,-0.44758
-0.27324,-0.45322
-0.26784,-0.45322
-0.26015,-0.4535
-0.25475,-0.45614
-0.24705,-0.45614
-0.24137,-0.45907
-0.23396,-0.45907
-0.2267,-0.45907
-0.22053,-0.4595
-0.21316,-0.46199
-0.20776,-0.46199
-0.20007,-0.46149
-0.19467,-0.45757
-0.18928,-0.45322
-0.18343,-0.4503
-0.17618,-0.44737
-0.16876,-0.44445
-0.16308,-0.43796
-0.15538,-0.43275
-0.1479,-0.42718
-0.13999,-0.41741
-0.13459,-0.41057
-0.12705,-0.40372
-0.1215,-0.3998
-0.1161,-0.39295
-0.1084,-0.38611
-0.1007,-0.37926
-0.093,-0.37241
-0.08535,-0.3627
-0.08064,-0.35579
-0.07834,-0.34895
-0.07372,-0.3421
-0.07063,-0.33525
-0.06754,-0.3284
-0.06675,-0.32156
-0.06136,-0.31471
-0.0599,-0.30786
-0.0553,-0.30086
-0.0553,-0.29125
-0.05069,-0.28147
-0.0482,-0.27463
-0.04608,-0.26485
-0.04202,-0.25509
-0.03917,-0.24824
-0.03814,-0.24139
-0.03686,-0.23454
-0.03456,-0.22732
-0.03456,-0.21793
-0.03225,-0.20871
-0.03155,-0.20086
-0.02765,-0.19154
-0.02534,-0.18469
-0.02534,-0.17492
-0.02534,-0.16656
-0.02534,-0.15831
-0.02534,-0.14854
-0.02534,-0.14168
-0.0233,-0.13191
-0.02304,-0.1244
-0.02172,-0.11363
-0.02073,-0.1026
-0.01785,-0.09575
-0.01476,-0.08891
-0.01382,-0.08206
-0.01152,-0.07229
-0.01152,-0.06363
-0.01152,-0.05567
-0.01152,-0.0459
-0.01152,-0.03905
-0.01152,-0.02928
-0.01152,-0.02148
-0.01152,-0.01267
-0.00921,-0.0029
-0.00921,0.00395
-0.00921,0.0108
-0.00921,0.00282
-0.00921,-0.00403
-0.00921,-0.0138
-0.00921,-0.02082
-0.00921,-0.03042
-0.00921,-0.03944
-0.00921,-0.04704
-0.00921,-0.05681
-0.00921,-0.06365
-0.00921,-0.07342
-0.00921,-0.08159
-0.00921,-0.09005
-0.00921,-0.09689
-0.00921,-0.10374
-0.0111,-0.11298
-0.01152,-0.12036
-0.01613,-0.13013
